id,url,pid,ncb,role,author,date
C00036,http://www.bis.org/review/r230215d.htm,4,ES,ncb_head,Pablo Hernández de Cos,2023-02-15 00:00:00
C00037,https://www.bis.org/review/r161014h.htm,1,IE,ncb_head,Philip R Lane,2016-10-09 00:00:00
C00038,http://www.bis.org/review/r221118e.htm,37,BE,ncb_head,Pierre Wunsch,2022-11-08 00:00:00
C00039,http://www.bis.org/review/r230718e.htm,22,ES,ncb_head,Pablo Hernández de Cos,2023-06-23 00:00:00
C00040,https://www.bis.org/review/r240426e.htm,5,FI,ncb_head,Olli Rehn,2024-04-18 00:00:00
C00041,https://www.bis.org/review/r241125w.htm,25,IT,ncb_head,Fabio Panetta,2024-11-19 00:00:00
C00042,https://www.bis.org/review/r240517c.htm,17,DE,ncb_head,Joachim Nagel,2024-05-16 00:00:00
C00043,https://www.bis.org/review/r161012k.htm,5,IT,ncb_head,Ignazio Visco,2016-09-23 00:00:00
C00044,https://www.bis.org/review/r240709f.htm,20,IT,ncb_head,Fabio Panetta,2024-07-09 00:00:00
C00045,http://www.bis.org/review/r230215d.htm,27,ES,ncb_head,Pablo Hernández de Cos,2023-02-15 00:00:00
C00046,https://www.bis.org/review/r260513a.htm,13,DE,ncb_head,Joachim Nagel,2026-05-04 00:00:00
C00047,https://www.bis.org/review/r180511a.htm,28,DE,ncb_head,Jens Weidmann,2018-05-02 00:00:00
C00048,http://www.bis.org/review/r230606e.htm,15,NL,ncb_head,Klaas Knot,2023-06-06 00:00:00
C00049,https://www.bis.org/review/r240503a.htm,41,ES,ncb_head,Pablo Hernández de Cos,2024-05-01 00:00:00
C00050,http://www.bis.org/review/r230607d.htm,12,ES,ncb_head,Pablo Hernández de Cos,2023-05-17 00:00:00
C00051,https://www.bis.org/review/r160512b.htm,16,DE,ncb_head,Jens Weidmann,2016-05-11 00:00:00
C00052,http://www.bis.org/review/r230711b.htm,12,DE,ncb_head,Joachim Nagel,2023-06-22 00:00:00
C00053,https://www.bis.org/review/r250217b.htm,35,IT,ncb_head,Fabio Panetta,2025-02-15 00:00:00
C00054,https://www.bis.org/review/r241125w.htm,4,IT,ncb_head,Fabio Panetta,2024-11-19 00:00:00
C00055,https://www.bis.org/review/r251209d.htm,16,FR,ncb_head,François Villeroy de Galhau,2025-12-05 00:00:00
C00056,https://www.bis.org/review/r260603c.htm,1,IE,ncb_head,Gabriel Makhlouf,2026-05-27 00:00:00
C00057,http://www.bis.org/review/r221103d.htm,7,FR,ncb_head,François Villeroy de Galhau,2022-11-02 00:00:00
C00058,http://www.bis.org/review/r221117c.htm,4,ES,ncb_head,Pablo Hernández de Cos,2022-11-16 00:00:00
C00059,http://www.bis.org/review/r211207b.htm,4,ES,ncb_head,Pablo Hernández de Cos,2021-12-03 00:00:00
C00060,https://www.bis.org/review/r160621a.htm,4,GR,ncb_head,Yannis Stournaras,2016-05-20 00:00:00
C00061,https://www.bis.org/review/r181206b.htm,6,MT,ncb_head,Mario Vella,2018-11-30 00:00:00
C00062,https://www.bis.org/review/r240503a.htm,21,ES,ncb_head,Pablo Hernández de Cos,2024-05-01 00:00:00
C00063,https://www.bis.org/review/r240517c.htm,13,DE,ncb_head,Joachim Nagel,2024-05-16 00:00:00
C00064,http://www.bis.org/review/r230718b.htm,0,IT,ncb_head,Ignazio Visco,2023-07-05 00:00:00
C00065,https://www.bis.org/review/r201020a.htm,5,DE,ncb_head,Jens Weidmann,2020-10-19 00:00:00
C00066,http://www.bis.org/review/r221115i.htm,16,IT,ncb_head,Ignazio Visco,2022-10-31 00:00:00
C00067,https://www.bis.org/review/r240503a.htm,3,ES,ncb_head,Pablo Hernández de Cos,2024-05-01 00:00:00
C00068,https://www.bis.org/review/r240806d.htm,23,BE,ncb_head,Pierre Wunsch,2024-05-08 00:00:00
C00069,https://www.bis.org/review/r171114g.htm,17,FI,ncb_head,Erkki Liikanen,2017-10-27 00:00:00
C00070,https://www.bis.org/review/r250217c.htm,11,CY,ncb_head,Christodoulos Patsalides,2025-02-06 00:00:00
C00071,https://www.bis.org/review/r241024b.htm,4,FR,ncb_head,François Villeroy de Galhau,2024-10-22 00:00:00
C00072,https://www.bis.org/review/r181105i.htm,3,GR,ncb_head,Yannis Stournaras,2018-11-02 00:00:00
C00073,https://www.bis.org/review/r260409b.htm,7,IE,ncb_head,Gabriel Makhlouf,2026-04-01 00:00:00
C00074,http://www.bis.org/review/r230324b.htm,36,IT,ncb_head,Ignazio Visco,2023-03-23 00:00:00
C00075,https://www.bis.org/review/r260316b.htm,23,DE,ncb_head,Joachim Nagel,2026-03-05 00:00:00
C00076,https://www.bis.org/review/r231204j.htm,12,IT,ncb_head,Fabio Panetta,2023-11-30 00:00:00
C00077,https://www.bis.org/review/r200616c.htm,7,IE,ncb_head,Gabriel Makhlouf,2020-06-11 00:00:00
C00078,http://www.bis.org/review/r230308m.htm,2,SI,ncb_head,Boštjan Vasle,2023-03-03 00:00:00
C00079,https://www.bis.org/review/r180529c.htm,8,DE,ncb_head,Jens Weidmann,2018-05-25 00:00:00
C00080,https://www.bis.org/review/r170919c.htm,10,DE,ncb_head,Jens Weidmann,2017-09-08 00:00:00
C00081,https://www.bis.org/review/r241203d.htm,17,FI,ncb_head,Olli Rehn,2024-12-02 00:00:00
C00082,https://www.bis.org/review/r240806f.htm,6,GR,ncb_head,Yannis Stournaras,2024-07-10 00:00:00
C00083,https://www.bis.org/review/r231127h.htm,11,DE,ncb_head,Joachim Nagel,2023-11-23 00:00:00
C00084,http://www.bis.org/review/r230601v.htm,10,ES,ncb_head,Pablo Hernández de Cos,2023-05-22 00:00:00
C00085,http://www.bis.org/review/r230215d.htm,6,ES,ncb_head,Pablo Hernández de Cos,2023-02-15 00:00:00
C00086,https://www.bis.org/review/r231121e.htm,21,DE,ncb_head,Joachim Nagel,2023-11-17 00:00:00
C00087,https://www.bis.org/review/r180724j.htm,3,FR,ncb_head,François Villeroy de Galhau,2018-05-14 00:00:00
C00088,https://www.bis.org/review/r180220a.htm,3,IT,ncb_head,Ignazio Visco,2018-02-10 00:00:00
C00089,http://www.bis.org/review/r220930d.htm,8,ES,ncb_head,Pablo Hernández de Cos,2022-09-29 00:00:00
C00090,https://www.bis.org/review/r160127a.htm,2,IE,ncb_head,Philip R Lane,2016-01-26 00:00:00
C00091,https://www.bis.org/review/r200529c.htm,6,IT,ncb_head,Ignazio Visco,2020-05-29 00:00:00
C00092,http://www.bis.org/review/r211102c.htm,14,FR,ncb_head,François Villeroy de Galhau,2021-10-12 00:00:00
C00093,http://www.bis.org/review/r220930d.htm,31,ES,ncb_head,Pablo Hernández de Cos,2022-09-29 00:00:00
C00094,https://www.bis.org/review/r240314c.htm,11,GR,ncb_head,Yannis Stournaras,2024-02-26 00:00:00
C00095,https://www.bis.org/review/r240314b.htm,1,GR,ncb_head,Yannis Stournaras,2024-02-23 00:00:00
C00096,http://www.bis.org/review/r220620f.htm,15,IT,ncb_head,Ignazio Visco,2022-06-16 00:00:00
C00097,https://www.bis.org/review/r181120b.htm,3,FR,ncb_head,François Villeroy de Galhau,2018-11-19 00:00:00
C00098,https://www.bis.org/review/r251002k.htm,10,FI,ncb_head,Olli Rehn,2025-09-30 00:00:00
C00099,http://www.bis.org/review/r220603j.htm,25,ES,ncb_head,Pablo Hernández de Cos,2022-05-31 00:00:00
C00100,http://www.bis.org/review/r230208l.htm,5,ES,ncb_head,Pablo Hernández de Cos,2023-01-16 00:00:00
C00101,https://www.bis.org/review/r170919b.htm,23,DE,ncb_head,Jens Weidmann,2017-09-14 00:00:00
C00102,https://www.bis.org/review/r160621b.htm,17,DE,ncb_head,Jens Weidmann,2016-06-13 00:00:00
C00103,https://www.bis.org/review/r170606c.htm,17,IT,ncb_head,Ignazio Visco,2017-05-31 00:00:00
C00104,https://www.bis.org/review/r161014b.htm,7,IE,ncb_head,Philip R Lane,2016-09-27 00:00:00
C00105,https://www.bis.org/review/r240916h.htm,6,FI,ncb_head,Olli Rehn,2024-09-13 00:00:00
C00106,https://www.bis.org/review/r170113b.htm,7,MT,ncb_head,Mario Vella,2016-11-18 00:00:00
C00107,https://www.bis.org/review/r231114d.htm,8,NL,ncb_head,Klaas Knot,2023-11-09 00:00:00
C00108,https://www.bis.org/review/r190919n.htm,22,FR,ncb_head,François Villeroy de Galhau,2019-09-18 00:00:00
C00109,http://www.bis.org/review/r221021c.htm,5,ES,ncb_head,Pablo Hernández de Cos,2022-10-04 00:00:00
C00110,https://www.bis.org/review/r260420a.htm,7,SK,ncb_head,Peter Kažimír,2026-03-04 00:00:00
C00111,https://www.bis.org/review/r171221b.htm,4,NL,ncb_head,Klaas Knot,2017-11-29 00:00:00
C00112,http://www.bis.org/review/r221124c.htm,8,FI,ncb_head,Olli Rehn,2022-11-22 00:00:00
C00113,http://www.bis.org/review/r221118i.htm,21,NL,ncb_head,Klaas Knot,2022-11-18 00:00:00
C00114,https://www.bis.org/review/r191023e.htm,24,GR,ncb_head,Yannis Stournaras,2019-09-19 00:00:00
C00115,http://www.bis.org/review/r230523a.htm,16,FR,ncb_head,François Villeroy de Galhau,2023-05-22 00:00:00
C00116,https://www.bis.org/review/r260513a.htm,12,DE,ncb_head,Joachim Nagel,2026-05-04 00:00:00
C00117,https://www.bis.org/review/r201221c.htm,18,DE,ncb_head,Jens Weidmann,2020-12-16 00:00:00
C00118,http://www.bis.org/review/r230530a.htm,1,FR,ncb_head,François Villeroy de Galhau,2023-05-25 00:00:00
C00119,https://www.bis.org/review/r190204b.htm,2,IT,ncb_head,Ignazio Visco,2019-02-02 00:00:00
C00120,https://www.bis.org/review/r180511a.htm,12,DE,ncb_head,Jens Weidmann,2018-05-02 00:00:00
C00121,https://www.bis.org/review/r231127j.htm,5,MT,ncb_head,Edward Scicluna,2023-11-14 00:00:00
C00122,http://www.bis.org/review/r230711f.htm,22,DE,ncb_head,Joachim Nagel,2023-07-03 00:00:00
C00123,https://www.bis.org/review/r250224i.htm,5,GR,ncb_head,Yannis Stournaras,2025-02-13 00:00:00
C00124,http://www.bis.org/review/r230601v.htm,32,ES,ncb_head,Pablo Hernández de Cos,2023-05-22 00:00:00
C00125,https://www.bis.org/review/r171215a.htm,7,MT,ncb_head,Mario Vella,2017-12-01 00:00:00
C00126,https://www.bis.org/review/r250203b.htm,24,NL,ncb_head,Klaas Knot,2025-01-31 00:00:00
C00127,http://www.bis.org/review/r211229s.htm,10,NL,ncb_head,Klaas Knot,2021-10-14 00:00:00
C00128,https://www.bis.org/review/r240229b.htm,22,DE,ncb_head,Joachim Nagel,2024-02-23 00:00:00
C00129,https://www.bis.org/review/r200115a.htm,7,FR,ncb_head,François Villeroy de Galhau,2020-01-15 00:00:00
C00130,https://www.bis.org/review/r200522d.htm,47,ES,ncb_head,Pablo Hernández de Cos,2020-05-18 00:00:00
C00131,https://www.bis.org/review/r170517c.htm,10,IE,ncb_head,Philip R Lane,2017-05-12 00:00:00
C00132,https://www.bis.org/review/r240517c.htm,21,DE,ncb_head,Joachim Nagel,2024-05-16 00:00:00
C00133,https://www.bis.org/review/r260622f.htm,9,IE,ncb_head,Gabriel Makhlouf,2026-06-16 00:00:00
C00134,http://www.bis.org/review/r221108d.htm,15,DE,ncb_head,Joachim Nagel,2022-11-08 00:00:00
C00135,http://www.bis.org/review/r221017l.htm,10,NL,ncb_head,Klaas Knot,2022-10-15 00:00:00
C00136,https://www.bis.org/review/r260618d.htm,11,DE,ncb_head,Joachim Nagel,2026-06-15 00:00:00
C00137,http://www.bis.org/review/r230718b.htm,5,IT,ncb_head,Ignazio Visco,2023-07-05 00:00:00
C00138,https://www.bis.org/review/r250709b.htm,9,GR,ncb_head,Yannis Stournaras,2025-07-05 00:00:00
C00139,https://www.bis.org/review/r250224i.htm,4,GR,ncb_head,Yannis Stournaras,2025-02-13 00:00:00
C00140,https://www.bis.org/review/r240426h.htm,5,FR,ncb_head,François Villeroy de Galhau,2024-04-16 00:00:00
C00141,https://www.bis.org/review/r250617f.htm,10,FI,ncb_head,Olli Rehn,2025-06-13 00:00:00
C00142,http://www.bis.org/review/r230208l.htm,3,ES,ncb_head,Pablo Hernández de Cos,2023-01-16 00:00:00
C00143,https://www.bis.org/review/r240517c.htm,7,DE,ncb_head,Joachim Nagel,2024-05-16 00:00:00
C00144,http://www.bis.org/review/r230920f.htm,5,IE,ncb_head,Gabriel Makhlouf,2023-09-20 00:00:00
C00145,https://www.bis.org/review/r190924f.htm,14,ES,ncb_head,Pablo Hernández de Cos,2019-09-18 00:00:00
C00146,https://www.bis.org/review/r231115g.htm,14,DE,ncb_head,Joachim Nagel,2023-11-10 00:00:00
C00147,https://www.bis.org/review/r251223b.htm,7,IE,ncb_head,Gabriel Makhlouf,2025-12-19 00:00:00
C00148,https://www.bis.org/review/r231121e.htm,6,DE,ncb_head,Joachim Nagel,2023-11-17 00:00:00
C00149,https://www.bis.org/review/r170607g.htm,18,DE,ncb_head,Jens Weidmann,2017-05-31 00:00:00
C00150,https://www.bis.org/review/r181015i.htm,27,NL,ncb_head,Klaas Knot,2018-09-24 00:00:00
C00151,https://www.bis.org/review/r250623i.htm,16,DE,ncb_head,Joachim Nagel,2025-06-16 00:00:00
C00152,https://www.bis.org/review/r231127j.htm,4,MT,ncb_head,Edward Scicluna,2023-11-14 00:00:00
C00153,http://www.bis.org/review/r221115i.htm,2,IT,ncb_head,Ignazio Visco,2022-10-31 00:00:00
C00154,https://www.bis.org/review/r240627c.htm,26,IT,ncb_head,Fabio Panetta,2024-06-26 00:00:00
C00155,https://www.bis.org/review/r181109c.htm,3,IE,ncb_head,Philip R Lane,2018-11-09 00:00:00
C00156,http://www.bis.org/review/r220513f.htm,10,IE,ncb_head,Gabriel Makhlouf,2022-05-12 00:00:00
C00157,http://www.bis.org/review/r221117c.htm,18,ES,ncb_head,Pablo Hernández de Cos,2022-11-16 00:00:00
C00158,http://www.bis.org/review/r220217b.htm,7,IT,ncb_head,Ignazio Visco,2021-02-12 00:00:00
C00159,https://www.bis.org/review/r240213c.htm,0,IT,ncb_head,Fabio Panetta,2024-02-10 00:00:00
C00160,http://www.bis.org/review/r210714a.htm,17,ES,ncb_head,Pablo Hernández de Cos,2021-07-06 00:00:00
C00161,https://www.bis.org/review/r231211d.htm,6,IE,ncb_head,Gabriel Makhlouf,2023-11-23 00:00:00
C00162,https://www.bis.org/review/r181115e.htm,7,FI,ncb_head,Olli Rehn,2018-10-31 00:00:00
C00163,https://www.bis.org/review/r240208b.htm,3,FR,ncb_head,François Villeroy de Galhau,2024-01-11 00:00:00
C00164,https://www.bis.org/review/r170216c.htm,8,NL,ncb_head,Klaas Knot,2017-01-16 00:00:00
C00165,https://www.bis.org/review/r240404g.htm,1,FR,ncb_head,François Villeroy de Galhau,2024-03-28 00:00:00
C00166,http://www.bis.org/review/r230327b.htm,30,DE,ncb_head,Joachim Nagel,2023-03-24 00:00:00
C00167,https://www.bis.org/review/r240918f.htm,17,DE,ncb_head,Joachim Nagel,2024-09-18 00:00:00
C00168,https://www.bis.org/review/r181015d.htm,5,FR,ncb_head,François Villeroy de Galhau,2018-10-14 00:00:00
C00169,http://www.bis.org/review/r230601v.htm,43,ES,ncb_head,Pablo Hernández de Cos,2023-05-22 00:00:00
C00170,https://www.bis.org/review/r241125w.htm,31,IT,ncb_head,Fabio Panetta,2024-11-19 00:00:00
C00171,http://www.bis.org/review/r230523a.htm,2,FR,ncb_head,François Villeroy de Galhau,2023-05-22 00:00:00
C00172,https://www.bis.org/review/r250217b.htm,0,IT,ncb_head,Fabio Panetta,2025-02-15 00:00:00
C00173,https://www.bis.org/review/r250709b.htm,19,GR,ncb_head,Yannis Stournaras,2025-07-05 00:00:00
C00174,http://www.bis.org/review/r230606e.htm,12,NL,ncb_head,Klaas Knot,2023-06-06 00:00:00
C00175,https://www.bis.org/review/r250702a.htm,31,DE,ncb_head,Joachim Nagel,2025-06-23 00:00:00
C00176,https://www.bis.org/review/r250102b.htm,12,FI,ncb_head,Olli Rehn,2024-12-18 00:00:00
C00177,https://www.bis.org/review/r161221g.htm,11,IE,ncb_head,Philip R Lane,2016-11-23 00:00:00
C00178,https://www.bis.org/review/r240611h.htm,12,FR,ncb_head,François Villeroy de Galhau,2024-06-11 00:00:00
C00179,http://www.bis.org/review/r210809b.htm,29,DE,ncb_head,Jens Weidmann,2021-07-01 00:00:00
C00180,http://www.bis.org/review/r230301i.htm,23,IT,ncb_head,Ignazio Visco,2023-03-01 00:00:00
C00181,https://www.bis.org/review/r171010d.htm,2,FR,ncb_head,François Villeroy de Galhau,2017-10-06 00:00:00
C00182,https://www.bis.org/review/r240828i.htm,6,FI,ncb_head,Olli Rehn,2024-08-19 00:00:00
C00183,http://www.bis.org/review/r230302d.htm,4,CY,ncb_head,Constantinos Herodotou,2023-01-19 00:00:00
C00184,http://www.bis.org/review/r221012a.htm,5,FR,ncb_head,François Villeroy de Galhau,2022-10-11 00:00:00
C00185,http://www.bis.org/review/r230221a.htm,15,FR,ncb_head,François Villeroy de Galhau,2023-02-17 00:00:00
C00186,https://www.bis.org/review/r170214c.htm,39,DE,ncb_head,Jens Weidmann,2017-02-07 00:00:00
C00187,https://www.bis.org/review/r180710a.htm,6,ES,ncb_head,Luis M Linde,2018-05-29 00:00:00
C00188,https://www.bis.org/review/r190412f.htm,9,GR,ncb_head,Yannis Stournaras,2019-04-01 00:00:00
C00189,http://www.bis.org/review/r230323b.htm,16,DE,ncb_head,Joachim Nagel,2023-03-22 00:00:00
C00190,https://www.bis.org/review/r160322a.htm,12,FR,ncb_head,François Villeroy de Galhau,2016-03-14 00:00:00
C00191,https://www.bis.org/review/r231019e.htm,3,DE,ncb_head,Joachim Nagel,2023-10-17 00:00:00
C00192,http://www.bis.org/review/r221017g.htm,16,DE,ncb_head,Joachim Nagel,2022-10-15 00:00:00
C00193,http://www.bis.org/review/r211102c.htm,13,FR,ncb_head,François Villeroy de Galhau,2021-10-12 00:00:00
C00194,https://www.bis.org/review/r240213c.htm,26,IT,ncb_head,Fabio Panetta,2024-02-10 00:00:00
C00195,http://www.bis.org/review/r221117c.htm,29,ES,ncb_head,Pablo Hernández de Cos,2022-11-16 00:00:00
C00196,https://www.bis.org/review/r171212a.htm,40,DE,ncb_head,Jens Weidmann,2017-11-29 00:00:00
C00197,https://www.bis.org/review/r180220a.htm,8,IT,ncb_head,Ignazio Visco,2018-02-10 00:00:00
C00198,http://www.bis.org/review/r230606d.htm,43,DE,ncb_head,Joachim Nagel,2023-06-05 00:00:00
C00199,http://www.bis.org/review/r221021c.htm,4,ES,ncb_head,Pablo Hernández de Cos,2022-10-04 00:00:00
C00200,https://www.bis.org/review/r240426h.htm,11,FR,ncb_head,François Villeroy de Galhau,2024-04-16 00:00:00
C00201,http://www.bis.org/review/r210809b.htm,12,DE,ncb_head,Jens Weidmann,2021-07-01 00:00:00
C00202,https://www.bis.org/review/r170321c.htm,3,ES,ncb_head,Luis M Linde,2017-02-24 00:00:00
C00203,https://www.bis.org/review/r181015i.htm,4,NL,ncb_head,Klaas Knot,2018-09-24 00:00:00
C00204,https://www.bis.org/review/r190227b.htm,16,DE,ncb_head,Jens Weidmann,2019-02-27 00:00:00
C00205,https://www.bis.org/review/r181115e.htm,9,FI,ncb_head,Olli Rehn,2018-10-31 00:00:00
C00206,https://www.bis.org/review/r180724l.htm,18,IT,ncb_head,Ignazio Visco,2018-06-24 00:00:00
C00207,https://www.bis.org/review/r161220e.htm,2,DE,ncb_head,Jens Weidmann,2016-12-05 00:00:00
C00208,http://www.bis.org/review/r221117c.htm,7,ES,ncb_head,Pablo Hernández de Cos,2022-11-16 00:00:00
C00209,http://www.bis.org/review/r230530a.htm,6,FR,ncb_head,François Villeroy de Galhau,2023-05-25 00:00:00
C00210,https://www.bis.org/review/r200515a.htm,12,FR,ncb_head,François Villeroy de Galhau,2020-05-14 00:00:00
C00211,http://www.bis.org/review/r211229b.htm,9,GR,ncb_head,Yannis Stournaras,2021-12-10 00:00:00
C00212,http://www.bis.org/review/r221003j.htm,22,IT,ncb_head,Ignazio Visco,2022-09-30 00:00:00
C00213,https://www.bis.org/review/r251209d.htm,20,FR,ncb_head,François Villeroy de Galhau,2025-12-05 00:00:00
C00214,https://www.bis.org/review/r231127h.htm,10,DE,ncb_head,Joachim Nagel,2023-11-23 00:00:00
C00215,http://www.bis.org/review/r230713a.htm,4,DE,ncb_head,Joachim Nagel,2023-07-06 00:00:00
C00216,http://www.bis.org/review/r230601v.htm,35,ES,ncb_head,Pablo Hernández de Cos,2023-05-22 00:00:00
C00217,http://www.bis.org/review/r220810c.htm,2,DE,ncb_head,Joachim Nagel,2022-07-04 00:00:00
C00218,https://www.bis.org/review/r170406f.htm,3,GR,ncb_head,Yannis Stournaras,2017-03-30 00:00:00
C00219,https://www.bis.org/review/r250319a.htm,12,ES,ncb_head,Jose Luis Escrivá,2025-03-14 00:00:00
C00220,https://www.bis.org/review/r180511a.htm,30,DE,ncb_head,Jens Weidmann,2018-05-02 00:00:00
C00221,https://www.bis.org/review/r260603f.htm,23,IT,ncb_head,Fabio Panetta,2026-05-29 00:00:00
C00222,https://www.bis.org/review/r231115g.htm,3,DE,ncb_head,Joachim Nagel,2023-11-10 00:00:00
C00223,http://www.bis.org/review/r230208l.htm,10,ES,ncb_head,Pablo Hernández de Cos,2023-01-16 00:00:00
C00224,http://www.bis.org/review/r230418d.htm,22,DE,ncb_head,Joachim Nagel,2023-04-14 00:00:00
C00225,http://www.bis.org/review/r230208l.htm,11,ES,ncb_head,Pablo Hernández de Cos,2023-01-16 00:00:00
C00226,https://www.bis.org/review/r260507g.htm,7,FR,ncb_head,François Villeroy de Galhau,2026-05-07 00:00:00
C00227,https://www.bis.org/review/r240828i.htm,5,FI,ncb_head,Olli Rehn,2024-08-19 00:00:00
C00228,https://www.bis.org/review/r231127j.htm,13,MT,ncb_head,Edward Scicluna,2023-11-14 00:00:00
C00229,https://www.bis.org/review/r260507g.htm,15,FR,ncb_head,François Villeroy de Galhau,2026-05-07 00:00:00
C00230,https://www.bis.org/review/r240828j.htm,2,NL,ncb_head,Klaas Knot,2024-08-27 00:00:00
C00231,https://www.bis.org/review/r250226c.htm,12,DE,ncb_head,Joachim Nagel,2025-02-25 00:00:00
C00232,https://www.bis.org/review/r240426n.htm,37,IT,ncb_head,Fabio Panetta,2024-04-25 00:00:00
C00233,https://www.bis.org/review/r200110a.htm,14,FR,ncb_head,François Villeroy de Galhau,2020-01-09 00:00:00
C00234,http://www.bis.org/review/r230920f.htm,9,IE,ncb_head,Gabriel Makhlouf,2023-09-20 00:00:00
C00235,https://www.bis.org/review/r191128g.htm,18,ES,ncb_head,Pablo Hernández de Cos,2019-11-22 00:00:00
C00236,https://www.bis.org/review/r181015i.htm,28,NL,ncb_head,Klaas Knot,2018-09-24 00:00:00
C00237,https://www.bis.org/review/r260409a.htm,10,FR,ncb_head,François Villeroy de Galhau,2026-04-02 00:00:00
C00238,http://www.bis.org/review/r221024k.htm,20,ES,ncb_head,Pablo Hernández de Cos,2022-09-26 00:00:00
C00239,http://www.bis.org/review/r230523a.htm,6,FR,ncb_head,François Villeroy de Galhau,2023-05-22 00:00:00
C00240,http://www.bis.org/review/r221012a.htm,1,FR,ncb_head,François Villeroy de Galhau,2022-10-11 00:00:00
C00241,https://www.bis.org/review/r241014f.htm,1,IE,ncb_head,Gabriel Makhlouf,2024-10-09 00:00:00
C00242,https://www.bis.org/review/r240902a.htm,11,DE,ncb_head,Joachim Nagel,2024-08-29 00:00:00
C00243,http://www.bis.org/review/r210304g.htm,17,ES,ncb_head,Pablo Hernández de Cos,2021-03-03 00:00:00
C00244,http://www.bis.org/review/r230530a.htm,4,FR,ncb_head,François Villeroy de Galhau,2023-05-25 00:00:00
